order_id,customer_id,product_id,channel,order_date,quantity,selling_price,cost_price,coupon_discount,revenue,profit
ORD12163,C00317,P00134,Online,2024-11-23,1,373.3,280.28,0.0,373.3,93.02
ORD12164,C00488,P00176,Offline,2024-12-15,2,79.86,49.31,7.88,151.84,53.22
ORD12165,C00859,P00074,Online,2025-07-23,1,389.15,238.14,0.0,389.15,151.01
ORD12166,C00164,P00010,Online,2025-05-04,1,101.1,57.86,0.0,101.1,43.24
ORD12167,C00956,P00066,Online,2025-07-08,3,220.76,165.29,0.0,662.28,166.41
ORD12168,C00243,P00084,WeChat Mini Program,2025-09-04,2,475.66,309.74,0.0,951.32,331.84
ORD12169,C00096,P00074,Online,2025-03-21,1,389.15,238.14,0.0,389.15,151.01
ORD12170,C00797,P00168,WeChat Mini Program,2025-09-03,2,377.58,272.31,9.46,745.7,201.08
ORD12171,C00254,P00133,Online,2025-02-13,2,618.13,365.6,0.0,1236.26,505.06
ORD12172,C00647,P00023,Offline,2025-06-16,1,390.79,197.63,0.0,390.79,193.16
ORD12173,C00776,P00062,WeChat Mini Program,2025-03-22,2,62.6,31.37,0.0,125.2,62.46
ORD12174,C00509,P00175,Online,2025-06-08,1,97.88,53.06,0.0,97.88,44.82
ORD12175,C00233,P00094,Online,2025-10-31,2,700.9,412.11,6.96,1394.84,570.62
ORD12176,C00930,P00070,Online,2025-02-01,2,751.42,406.59,0.0,1502.84,689.66
ORD12177,C00463,P00187,WeChat Mini Program,2025-07-01,2,351.7,180.95,3.36,700.04,338.14
ORD12178,C00992,P00140,Online,2025-08-05,1,572.32,380.97,2.24,570.08,189.11
ORD12179,C00102,P00116,Offline,2024-11-21,3,569.12,379.16,0.0,1707.36,569.88
ORD12180,C00824,P00092,Online,2025-03-16,3,38.36,22.99,0.0,115.08,46.11
ORD12181,C00457,P00118,Offline,2025-02-11,3,102.8,64.49,0.0,308.4,114.93
ORD12182,C00881,P00186,WeChat Mini Program,2025-02-05,2,14.65,11.33,6.05,23.25,0.59
ORD12183,C00440,P00072,Online,2025-01-02,3,578.64,328.48,0.0,1735.92,750.48
ORD12184,C00559,P00022,Offline,2025-09-11,3,628.46,367.51,0.0,1885.38,782.85
ORD12185,C00743,P00105,WeChat Mini Program,2025-02-10,1,900.72,479.69,19.54,881.18,401.49
ORD12186,C00908,P00071,WeChat Mini Program,2025-03-09,1,60.18,49.98,0.0,60.18,10.2
ORD12187,C00924,P00030,Online,2025-07-05,1,96.56,61.69,0.0,96.56,34.87
ORD12188,C00967,P00189,WeChat Mini Program,2025-09-15,1,123.82,98.8,17.59,106.23,7.43
ORD12189,C00859,P00087,Offline,2025-05-05,1,309.79,242.35,8.18,301.61,59.26
ORD12190,C00618,P00091,Offline,2025-08-11,1,584.21,345.14,0.0,584.21,239.07
ORD12191,C00289,P00178,Offline,2025-03-22,2,804.67,434.1,0.0,1609.34,741.14
ORD12192,C00420,P00006,Offline,2025-01-23,2,296.57,189.52,0.0,593.14,214.1
ORD12193,C00415,P00015,Offline,2025-04-03,3,46.96,32.16,0.0,140.88,44.4
ORD12194,C00292,P00077,Offline,2025-09-19,3,756.24,482.97,0.0,2268.72,819.81
ORD12195,C00729,P00136,Offline,2024-12-18,1,388.55,196.64,0.0,388.55,191.91
ORD12196,C00745,P00111,Online,2025-10-06,2,848.33,484.64,0.0,1696.66,727.38
ORD12197,C00321,P00017,WeChat Mini Program,2025-07-14,1,362.21,275.92,0.0,362.21,86.29
ORD12198,C00489,P00113,Online,2025-09-14,3,391.05,204.36,0.0,1173.15,560.07
ORD12199,C00931,P00128,WeChat Mini Program,2025-05-26,2,91.5,62.31,0.0,183.0,58.38
ORD12200,C00074,P00087,Offline,2025-05-29,3,309.79,242.35,0.0,929.37,202.32
ORD12201,C00405,P00059,Offline,2025-05-02,2,478.33,248.5,16.14,940.52,443.52
ORD12202,C00962,P00190,Online,2025-01-15,2,554.24,422.5,7.66,1100.82,255.82
ORD12203,C00305,P00045,Offline,2025-07-12,2,601.42,406.66,0.0,1202.84,389.52
ORD12204,C00584,P00101,Online,2025-01-08,1,757.93,495.35,0.0,757.93,262.58
ORD12205,C00531,P00153,WeChat Mini Program,2025-01-05,3,160.95,127.67,11.01,471.84,88.83
ORD12206,C00988,P00161,WeChat Mini Program,2025-02-24,1,576.01,461.23,0.0,576.01,114.78
ORD12207,C00097,P00004,Offline,2024-12-22,2,257.68,159.08,0.0,515.36,197.2
ORD12208,C00664,P00071,WeChat Mini Program,2025-09-02,1,60.18,49.98,0.0,60.18,10.2
ORD12209,C00929,P00194,WeChat Mini Program,2025-07-07,2,515.35,315.81,3.21,1027.49,395.87
ORD12210,C00449,P00184,Offline,2025-02-22,1,381.19,232.59,17.76,363.43,130.84
ORD12211,C00273,P00101,Online,2025-04-30,1,757.93,495.35,0.0,757.93,262.58
ORD12212,C00276,P00137,Online,2024-12-18,3,50.56,41.12,0.0,151.68,28.32
ORD12213,C00372,P00125,Offline,2025-01-07,3,125.6,91.45,0.0,376.8,102.45
ORD12214,C00055,P00080,WeChat Mini Program,2025-09-26,2,284.25,225.1,0.0,568.5,118.3
ORD12215,C00473,P00120,Online,2025-10-03,3,653.72,374.66,0.0,1961.16,837.18
ORD12216,C00125,P00181,Offline,2025-08-09,1,350.87,218.46,0.0,350.87,132.41
ORD12217,C00994,P00140,Offline,2025-02-07,1,572.32,380.97,0.0,572.32,191.35
ORD12218,C00051,P00102,Offline,2025-05-24,2,221.32,126.91,0.0,442.64,188.82
ORD12219,C00795,P00045,WeChat Mini Program,2024-11-06,3,601.42,406.66,0.0,1804.26,584.28
ORD12220,C00435,P00131,WeChat Mini Program,2025-04-18,1,224.88,147.08,0.0,224.88,77.8
ORD12221,C00711,P00034,Online,2025-10-02,2,295.56,214.53,0.0,591.12,162.06
ORD12222,C00848,P00061,Offline,2025-01-02,1,196.38,122.79,0.0,196.38,73.59
ORD12223,C00062,P00051,Offline,2025-04-24,3,322.51,181.11,0.0,967.53,424.2
ORD12224,C00298,P00134,Online,2025-01-30,3,373.3,280.28,0.0,1119.9,279.06
ORD12225,C00645,P00114,WeChat Mini Program,2025-03-30,1,102.59,51.57,12.37,90.22,38.65
ORD12226,C00991,P00172,Online,2025-06-08,2,540.89,326.5,0.0,1081.78,428.78
ORD12227,C00978,P00086,Online,2025-02-16,1,81.35,56.14,0.0,81.35,25.21
ORD12228,C00027,P00167,Online,2025-04-09,1,28.91,19.83,6.16,22.75,2.92
ORD12229,C00949,P00048,Online,2025-10-10,2,235.68,136.39,0.0,471.36,198.58
ORD12230,C00345,P00149,Offline,2025-01-12,1,597.78,393.99,0.0,597.78,203.79
ORD12231,C00513,P00052,WeChat Mini Program,2025-07-17,1,411.37,324.6,0.0,411.37,86.77
ORD12232,C00413,P00074,WeChat Mini Program,2025-05-18,3,389.15,238.14,0.0,1167.45,453.03
ORD12233,C00514,P00183,Offline,2024-12-26,3,679.74,466.69,0.0,2039.22,639.15
ORD12234,C00993,P00053,WeChat Mini Program,2024-11-20,1,441.17,294.54,11.87,429.3,134.76
ORD12235,C00047,P00120,Offline,2024-12-24,1,653.72,374.66,9.37,644.35,269.69
ORD12236,C00181,P00004,Offline,2025-01-21,3,257.68,159.08,0.0,773.04,295.8
ORD12237,C00478,P00162,Online,2025-06-29,1,86.26,51.41,0.0,86.26,34.85
ORD12238,C00657,P00048,Online,2024-11-23,3,235.68,136.39,0.0,707.04,297.87
ORD12239,C00967,P00020,Online,2024-12-02,3,68.81,46.28,0.0,206.43,67.59
ORD12240,C00807,P00028,Online,2025-09-30,2,213.99,109.5,0.0,427.98,208.98
ORD12241,C00096,P00119,Online,2025-07-07,1,519.94,290.02,0.0,519.94,229.92
ORD12242,C00793,P00078,Online,2025-09-27,3,372.26,211.56,5.62,1111.16,476.48
ORD12243,C00333,P00012,Online,2025-10-22,3,179.17,99.3,6.62,530.89,232.99
ORD12244,C00961,P00017,Offline,2025-08-11,2,362.21,275.92,0.0,724.42,172.58
ORD12245,C00059,P00099,Online,2025-09-11,2,605.17,318.18,10.9,1199.44,563.08
ORD12246,C00997,P00157,Offline,2025-10-10,2,196.56,146.51,0.0,393.12,100.1
ORD12247,C00326,P00113,Offline,2025-03-27,1,391.05,204.36,0.0,391.05,186.69
ORD12248,C00319,P00060,Offline,2025-11-03,2,425.83,256.29,0.0,851.66,339.08
ORD12249,C00804,P00134,Offline,2025-01-21,1,373.3,280.28,5.01,368.29,88.01
ORD12250,C00605,P00074,Online,2025-04-06,2,389.15,238.14,0.0,778.3,302.02
ORD12251,C00321,P00181,Online,2025-04-11,2,350.87,218.46,0.0,701.74,264.82
ORD12252,C00276,P00052,Online,2025-04-09,3,411.37,324.6,19.04,1215.07,241.27
ORD12253,C00111,P00143,Online,2025-01-07,1,401.72,254.1,8.82,392.9,138.8
ORD12254,C00697,P00166,Online,2025-04-17,2,262.7,204.61,15.68,509.72,100.5
ORD12255,C00830,P00084,WeChat Mini Program,2025-02-23,1,475.66,309.74,16.23,459.43,149.69
ORD12256,C00459,P00077,Online,2025-03-24,3,756.24,482.97,0.0,2268.72,819.81
ORD12257,C00423,P00168,Online,2025-07-24,3,377.58,272.31,0.0,1132.74,315.81
ORD12258,C00160,P00170,WeChat Mini Program,2025-10-10,1,456.07,273.18,0.0,456.07,182.89
ORD12259,C00656,P00135,Online,2025-06-10,2,487.87,245.38,0.0,975.74,484.98
ORD12260,C00747,P00012,Offline,2025-07-01,2,179.17,99.3,6.88,351.46,152.86
ORD12261,C00318,P00157,Online,2025-01-19,1,196.56,146.51,0.0,196.56,50.05
ORD12262,C00228,P00151,Offline,2025-06-17,1,353.25,251.14,0.0,353.25,102.11
ORD12263,C00359,P00027,Online,2024-12-20,1,636.34,454.71,0.0,636.34,181.63
ORD12264,C00218,P00101,Online,2025-05-27,2,757.93,495.35,0.0,1515.86,525.16
ORD12265,C00791,P00155,WeChat Mini Program,2024-11-20,1,709.73,449.43,0.0,709.73,260.3
ORD12266,C00829,P00170,Offline,2025-01-10,3,456.07,273.18,0.0,1368.21,548.67
ORD12267,C00696,P00192,Online,2024-12-07,3,617.45,320.54,19.69,1832.66,871.04
ORD12268,C00379,P00142,WeChat Mini Program,2025-10-23,3,574.66,339.13,0.0,1723.98,706.59
ORD12269,C00752,P00022,WeChat Mini Program,2025-06-30,3,628.46,367.51,0.0,1885.38,782.85
ORD12270,C00414,P00192,WeChat Mini Program,2025-07-24,1,617.45,320.54,0.0,617.45,296.91
ORD12271,C00733,P00195,Online,2025-06-27,1,237.62,123.78,0.0,237.62,113.84
ORD12272,C00444,P00138,Online,2025-05-19,2,71.17,37.62,0.0,142.34,67.1
ORD12273,C00634,P00101,Online,2025-04-14,1,757.93,495.35,0.0,757.93,262.58
ORD12274,C00769,P00054,Online,2025-08-04,2,16.58,12.48,0.0,33.16,8.2
ORD12275,C00085,P00034,Offline,2025-10-29,2,295.56,214.53,0.0,591.12,162.06
ORD12276,C00403,P00170,Online,2024-12-29,3,456.07,273.18,0.0,1368.21,548.67
ORD12277,C00306,P00173,Offline,2025-07-26,2,334.62,171.87,9.02,660.22,316.48
ORD12278,C00198,P00191,Online,2024-11-05,2,120.08,90.19,1.84,238.32,57.94
ORD12279,C00980,P00091,Online,2025-04-13,1,584.21,345.14,0.0,584.21,239.07
ORD12280,C00584,P00176,Online,2025-05-19,3,79.86,49.31,13.65,225.93,78.0
ORD12281,C00493,P00182,Online,2025-10-29,2,442.44,309.2,0.0,884.88,266.48
ORD12282,C00015,P00164,WeChat Mini Program,2025-08-12,2,39.21,27.97,0.0,78.42,22.48
ORD12283,C00467,P00111,WeChat Mini Program,2025-09-24,2,848.33,484.64,0.0,1696.66,727.38
ORD12284,C00366,P00017,Online,2024-12-09,2,362.21,275.92,0.0,724.42,172.58
ORD12285,C00765,P00060,Online,2025-10-17,1,425.83,256.29,0.0,425.83,169.54
ORD12286,C00255,P00085,Online,2025-06-23,1,462.0,381.34,11.21,450.79,69.45
ORD12287,C00652,P00130,Offline,2025-09-20,3,262.68,186.57,0.0,788.04,228.33
ORD12288,C00901,P00138,Offline,2025-06-01,3,71.17,37.62,0.0,213.51,100.65
ORD12289,C00993,P00085,WeChat Mini Program,2024-12-28,1,462.0,381.34,0.0,462.0,80.66
ORD12290,C00457,P00116,Online,2025-06-05,1,569.12,379.16,0.0,569.12,189.96
ORD12291,C00202,P00195,Online,2025-07-18,3,237.62,123.78,12.81,700.05,328.71
ORD12292,C00546,P00102,WeChat Mini Program,2025-05-23,3,221.32,126.91,0.0,663.96,283.23
ORD12293,C00941,P00141,WeChat Mini Program,2025-07-05,2,143.89,73.29,0.0,287.78,141.2
ORD12294,C00053,P00020,Online,2025-01-18,2,68.81,46.28,0.0,137.62,45.06
ORD12295,C00769,P00188,WeChat Mini Program,2025-10-04,1,409.06,210.17,13.77,395.29,185.12
ORD12296,C00016,P00196,Online,2025-03-30,2,771.81,454.17,14.1,1529.52,621.18
ORD12297,C00846,P00169,WeChat Mini Program,2025-10-16,3,627.71,342.76,0.0,1883.13,854.85
ORD12298,C00942,P00141,Online,2025-06-17,3,143.89,73.29,6.67,425.0,205.13
ORD12299,C00670,P00189,Offline,2025-01-20,2,123.82,98.8,9.51,238.13,40.53
ORD12300,C00402,P00067,WeChat Mini Program,2025-08-12,2,585.09,465.71,0.0,1170.18,238.76
ORD12301,C00478,P00163,Online,2024-12-13,3,621.37,382.38,0.0,1864.11,716.97
ORD12302,C00633,P00185,Online,2025-09-04,1,310.35,167.95,0.0,310.35,142.4
ORD12303,C00803,P00087,Online,2025-06-12,3,309.79,242.35,0.0,929.37,202.32
ORD12304,C00953,P00065,Online,2025-07-17,1,67.78,46.92,0.0,67.78,20.86
ORD12305,C00384,P00190,Online,2025-08-08,2,554.24,422.5,0.0,1108.48,263.48
ORD12306,C00266,P00021,WeChat Mini Program,2025-09-13,1,462.0,315.42,0.0,462.0,146.58
ORD12307,C00727,P00127,Online,2025-01-30,2,901.79,458.47,0.19,1803.39,886.45
ORD12308,C00433,P00102,Online,2025-08-16,3,221.32,126.91,12.31,651.65,270.92
ORD12309,C00118,P00084,Online,2025-02-01,1,475.66,309.74,18.68,456.98,147.24
ORD12310,C00883,P00138,WeChat Mini Program,2025-04-07,1,71.17,37.62,0.0,71.17,33.55
ORD12311,C00975,P00137,Online,2025-08-23,2,50.56,41.12,0.0,101.12,18.88
ORD12312,C00380,P00043,WeChat Mini Program,2025-10-05,1,134.71,83.85,0.0,134.71,50.86
ORD12313,C00535,P00139,Online,2025-01-21,2,819.46,498.35,10.91,1628.01,631.31
ORD12314,C00374,P00034,Offline,2024-12-27,3,295.56,214.53,0.0,886.68,243.09
ORD12315,C00007,P00121,WeChat Mini Program,2025-10-03,1,276.7,193.69,0.0,276.7,83.01
ORD12316,C00015,P00068,WeChat Mini Program,2025-07-24,3,193.23,134.54,0.0,579.69,176.07
ORD12317,C00526,P00013,Online,2025-07-23,1,353.02,288.17,15.98,337.04,48.87
ORD12318,C00179,P00015,Online,2025-09-09,3,46.96,32.16,0.0,140.88,44.4
ORD12319,C00604,P00180,WeChat Mini Program,2025-10-24,3,267.24,147.19,0.0,801.72,360.15
ORD12320,C00433,P00136,Offline,2025-10-26,3,388.55,196.64,0.0,1165.65,575.73
ORD12321,C00979,P00083,WeChat Mini Program,2025-10-06,3,474.89,333.5,0.0,1424.67,424.17
ORD12322,C00152,P00157,Online,2025-04-24,2,196.56,146.51,0.01,393.11,100.09
ORD12323,C00482,P00078,WeChat Mini Program,2025-02-10,1,372.26,211.56,0.0,372.26,160.7
ORD12324,C00784,P00155,Online,2025-06-20,3,709.73,449.43,5.9,2123.29,775.0
ORD12325,C00161,P00094,Online,2025-08-20,2,700.9,412.11,14.78,1387.02,562.8
ORD12326,C00916,P00061,Online,2025-07-11,1,196.38,122.79,0.0,196.38,73.59
ORD12327,C00276,P00021,Online,2025-01-08,3,462.0,315.42,0.0,1386.0,439.74
ORD12328,C00654,P00035,WeChat Mini Program,2025-04-27,1,173.0,129.62,0.0,173.0,43.38
ORD12329,C00686,P00152,Online,2025-10-26,1,464.35,314.19,0.0,464.35,150.16
ORD12330,C00452,P00147,Online,2025-07-02,2,827.1,490.43,0.0,1654.2,673.34
ORD12331,C00977,P00129,Online,2025-06-17,3,351.71,237.21,0.25,1054.88,343.25
ORD12332,C00464,P00131,WeChat Mini Program,2025-02-01,1,224.88,147.08,0.0,224.88,77.8
ORD12333,C00074,P00024,Online,2025-02-25,2,517.84,285.03,17.85,1017.83,447.77
ORD12334,C00529,P00133,Online,2025-02-14,1,618.13,365.6,0.0,618.13,252.53
ORD12335,C00497,P00190,Online,2024-12-07,3,554.24,422.5,0.0,1662.72,395.22
ORD12336,C00957,P00193,WeChat Mini Program,2025-09-23,1,374.92,202.3,0.0,374.92,172.62
ORD12337,C00348,P00107,Online,2025-08-13,2,92.41,54.94,3.04,181.78,71.9
ORD12338,C00489,P00141,WeChat Mini Program,2025-02-15,3,143.89,73.29,0.0,431.67,211.8
ORD12339,C00946,P00146,Offline,2025-05-16,2,553.58,313.95,0.0,1107.16,479.26
ORD12340,C00652,P00105,WeChat Mini Program,2025-10-22,2,900.72,479.69,0.0,1801.44,842.06
ORD12341,C00096,P00107,WeChat Mini Program,2025-01-17,1,92.41,54.94,0.0,92.41,37.47
ORD12342,C00251,P00150,Online,2025-09-13,3,646.39,351.84,16.86,1922.31,866.79
ORD12343,C00781,P00033,Offline,2025-09-25,2,406.64,219.28,0.0,813.28,374.72
ORD12344,C00615,P00028,Online,2025-06-24,2,213.99,109.5,0.0,427.98,208.98
ORD12345,C00206,P00143,Offline,2025-03-22,3,401.72,254.1,0.0,1205.16,442.86
ORD12346,C00834,P00163,Online,2025-06-25,1,621.37,382.38,0.0,621.37,238.99
ORD12347,C00888,P00008,WeChat Mini Program,2025-09-05,3,411.22,307.7,0.0,1233.66,310.56
ORD12348,C00661,P00103,Online,2024-12-07,1,116.34,60.53,0.0,116.34,55.81
ORD12349,C00564,P00039,WeChat Mini Program,2025-04-28,1,50.12,35.22,7.98,42.14,6.92
ORD12350,C00872,P00172,Online,2025-04-08,3,540.89,326.5,9.98,1612.69,633.19
ORD12351,C00173,P00073,Offline,2025-04-14,2,543.15,444.44,0.0,1086.3,197.42
ORD12352,C00281,P00138,Online,2024-12-01,2,71.17,37.62,0.0,142.34,67.1
ORD12353,C00896,P00020,Offline,2025-02-06,3,68.81,46.28,0.0,206.43,67.59
ORD12354,C00910,P00035,Online,2024-12-16,2,173.0,129.62,0.0,346.0,86.76
ORD12355,C00229,P00049,Online,2025-08-26,2,370.69,263.15,1.53,739.85,213.55
ORD12356,C00131,P00163,WeChat Mini Program,2025-01-24,1,621.37,382.38,0.0,621.37,238.99
ORD12357,C00982,P00076,Offline,2025-10-31,1,116.9,72.26,0.0,116.9,44.64
ORD12358,C00250,P00027,WeChat Mini Program,2025-01-23,1,636.34,454.71,0.0,636.34,181.63
ORD12359,C00173,P00165,Offline,2024-12-22,3,348.1,270.74,0.0,1044.3,232.08
ORD12360,C00373,P00186,Online,2025-09-30,2,14.65,11.33,19.88,9.42,-13.24
ORD12361,C00167,P00144,Offline,2025-10-23,2,701.87,427.57,0.0,1403.74,548.6
ORD12362,C00785,P00071,Online,2024-12-16,1,60.18,49.98,0.0,60.18,10.2
ORD12363,C00795,P00167,WeChat Mini Program,2025-07-09,3,28.91,19.83,0.0,86.73,27.24
ORD12364,C00524,P00143,WeChat Mini Program,2025-10-21,2,401.72,254.1,0.0,803.44,295.24
ORD12365,C00783,P00118,Offline,2025-03-01,2,102.8,64.49,13.05,192.55,63.57
ORD12366,C00073,P00181,Online,2025-09-07,2,350.87,218.46,0.0,701.74,264.82
ORD12367,C00314,P00012,Online,2024-12-24,1,179.17,99.3,0.0,179.17,79.87
ORD12368,C00630,P00056,Online,2025-07-26,2,338.46,252.01,6.61,670.31,166.29
ORD12369,C00753,P00062,WeChat Mini Program,2025-03-15,1,62.6,31.37,0.0,62.6,31.23
ORD12370,C00478,P00051,Online,2025-03-03,1,322.51,181.11,0.0,322.51,141.4
ORD12371,C00350,P00124,Online,2025-09-09,1,75.84,46.16,0.0,75.84,29.68
ORD12372,C00848,P00056,Online,2025-01-10,2,338.46,252.01,0.0,676.92,172.9
ORD12373,C00368,P00092,Offline,2024-12-23,3,38.36,22.99,0.0,115.08,46.11
ORD12374,C00840,P00117,Online,2025-02-01,3,344.36,195.21,0.0,1033.08,447.45
ORD12375,C00264,P00011,Online,2025-04-19,2,310.12,252.64,0.0,620.24,114.96
ORD12376,C00291,P00124,Offline,2024-11-13,1,75.84,46.16,0.0,75.84,29.68
ORD12377,C00322,P00052,WeChat Mini Program,2025-03-29,1,411.37,324.6,0.0,411.37,86.77
ORD12378,C00574,P00142,Offline,2025-01-29,2,574.66,339.13,13.12,1136.2,457.94
ORD12379,C00200,P00019,Online,2025-03-14,2,190.05,107.43,10.93,369.17,154.31
ORD12380,C00262,P00197,WeChat Mini Program,2025-05-25,2,466.18,317.58,0.0,932.36,297.2
ORD12381,C00621,P00045,Online,2025-01-30,3,601.42,406.66,0.0,1804.26,584.28
ORD12382,C00264,P00008,Offline,2025-05-14,2,411.22,307.7,3.37,819.07,203.67
ORD12383,C00182,P00140,Offline,2025-05-25,1,572.32,380.97,0.0,572.32,191.35
ORD12384,C00554,P00016,WeChat Mini Program,2025-05-06,3,458.17,274.45,0.0,1374.51,551.16
ORD12385,C00900,P00187,Online,2025-07-25,2,351.7,180.95,0.0,703.4,341.5
ORD12386,C00219,P00045,Online,2025-05-18,1,601.42,406.66,0.0,601.42,194.76
ORD12387,C00461,P00060,Offline,2025-04-04,3,425.83,256.29,0.0,1277.49,508.62
ORD12388,C00002,P00012,Online,2025-10-02,3,179.17,99.3,0.0,537.51,239.61
ORD12389,C00333,P00123,Offline,2025-08-29,1,207.58,168.12,0.0,207.58,39.46
ORD12390,C00740,P00088,WeChat Mini Program,2025-06-07,1,146.77,94.87,7.93,138.84,43.97
ORD12391,C00144,P00009,Online,2025-07-13,2,778.57,471.68,0.0,1557.14,613.78
ORD12392,C00760,P00168,Online,2025-10-06,3,377.58,272.31,16.86,1115.88,298.95
ORD12393,C00538,P00001,Online,2025-03-22,3,107.74,86.44,0.0,323.22,63.9
ORD12394,C00140,P00175,Online,2025-09-12,2,97.88,53.06,0.0,195.76,89.64
ORD12395,C00472,P00186,Offline,2024-12-31,2,14.65,11.33,0.0,29.3,6.64
ORD12396,C00988,P00069,WeChat Mini Program,2025-10-17,1,135.96,76.94,0.0,135.96,59.02
ORD12397,C00201,P00178,Offline,2025-02-04,2,804.67,434.1,0.0,1609.34,741.14
ORD12398,C00500,P00164,Online,2025-07-31,3,39.21,27.97,0.0,117.63,33.72
ORD12399,C00914,P00091,Online,2025-09-01,1,584.21,345.14,9.74,574.47,229.33
ORD12400,C00269,P00094,Online,2025-06-20,2,700.9,412.11,8.1,1393.7,569.48
ORD12401,C00502,P00191,Online,2025-05-11,2,120.08,90.19,0.0,240.16,59.78
ORD12402,C00560,P00046,Offline,2025-06-09,2,526.11,348.56,0.0,1052.22,355.1
ORD12403,C00564,P00024,Online,2025-03-17,1,517.84,285.03,0.0,517.84,232.81
ORD12404,C00110,P00042,Offline,2025-07-09,1,545.89,319.83,0.0,545.89,226.06
ORD12405,C00823,P00172,Online,2025-08-09,2,540.89,326.5,0.0,1081.78,428.78
ORD12406,C00627,P00083,Offline,2025-01-23,2,474.89,333.5,0.0,949.78,282.78
ORD12407,C00198,P00058,WeChat Mini Program,2025-07-06,3,450.64,321.8,0.0,1351.92,386.52
ORD12408,C00445,P00080,Offline,2025-02-13,3,284.25,225.1,0.0,852.75,177.45
ORD12409,C00152,P00109,WeChat Mini Program,2025-04-05,3,922.72,466.16,0.0,2768.16,1369.68
ORD12410,C00906,P00133,WeChat Mini Program,2024-12-13,1,618.13,365.6,0.0,618.13,252.53
ORD12411,C00951,P00040,Offline,2025-10-07,3,558.18,343.55,13.07,1661.47,630.82
ORD12412,C00745,P00010,Offline,2025-09-04,2,101.1,57.86,0.0,202.2,86.48
ORD12413,C00054,P00119,Online,2025-03-04,1,519.94,290.02,0.0,519.94,229.92
ORD12414,C00175,P00053,WeChat Mini Program,2025-04-05,1,441.17,294.54,0.0,441.17,146.63
ORD12415,C00853,P00114,Online,2025-05-20,1,102.59,51.57,15.86,86.73,35.16
ORD12416,C00131,P00119,Offline,2025-02-28,1,519.94,290.02,0.0,519.94,229.92
ORD12417,C00531,P00161,Offline,2025-02-06,2,576.01,461.23,17.62,1134.4,211.94
ORD12418,C00877,P00190,WeChat Mini Program,2025-01-14,3,554.24,422.5,0.0,1662.72,395.22
ORD12419,C00258,P00045,Online,2025-08-13,2,601.42,406.66,0.0,1202.84,389.52
ORD12420,C00263,P00054,Online,2025-05-08,2,16.58,12.48,0.0,33.16,8.2
ORD12421,C00341,P00044,Offline,2025-02-07,2,521.81,299.54,0.0,1043.62,444.54
ORD12422,C00061,P00141,Offline,2025-10-26,3,143.89,73.29,0.0,431.67,211.8
ORD12423,C00781,P00158,Offline,2025-01-28,1,403.67,271.87,1.91,401.76,129.89
ORD12424,C00215,P00176,Online,2025-10-26,3,79.86,49.31,0.0,239.58,91.65
ORD12425,C00578,P00018,WeChat Mini Program,2025-05-11,3,27.17,17.66,0.32,81.19,28.21
ORD12426,C00309,P00016,Online,2025-08-11,1,458.17,274.45,2.72,455.45,181.0
ORD12427,C00518,P00141,Offline,2025-02-22,1,143.89,73.29,0.0,143.89,70.6
ORD12428,C00147,P00053,Online,2025-01-22,2,441.17,294.54,17.95,864.39,275.31
ORD12429,C00023,P00130,WeChat Mini Program,2025-09-27,2,262.68,186.57,0.0,525.36,152.22
ORD12430,C00540,P00049,Online,2025-08-14,3,370.69,263.15,0.0,1112.07,322.62
ORD12431,C00648,P00070,Offline,2025-10-06,2,751.42,406.59,17.58,1485.26,672.08
ORD12432,C00257,P00184,Online,2025-03-07,1,381.19,232.59,4.21,376.98,144.39
ORD12433,C00442,P00001,WeChat Mini Program,2025-09-05,1,107.74,86.44,0.0,107.74,21.3
ORD12434,C00656,P00073,WeChat Mini Program,2025-07-24,2,543.15,444.44,0.0,1086.3,197.42
ORD12435,C00030,P00189,Offline,2024-11-16,3,123.82,98.8,6.23,365.23,68.83
ORD12436,C00599,P00075,Offline,2025-09-01,3,604.33,431.6,0.0,1812.99,518.19
ORD12437,C00651,P00176,Offline,2024-11-22,2,79.86,49.31,0.0,159.72,61.1
ORD12438,C00794,P00077,Online,2025-10-14,2,756.24,482.97,0.0,1512.48,546.54
ORD12439,C00598,P00004,WeChat Mini Program,2024-12-28,1,257.68,159.08,1.46,256.22,97.14
ORD12440,C00236,P00131,Online,2025-09-21,1,224.88,147.08,16.05,208.83,61.75
ORD12441,C00622,P00158,WeChat Mini Program,2025-01-30,1,403.67,271.87,0.0,403.67,131.8
ORD12442,C00690,P00147,Online,2024-11-17,3,827.1,490.43,0.0,2481.3,1010.01
ORD12443,C00636,P00118,Online,2025-03-10,3,102.8,64.49,0.0,308.4,114.93
ORD12444,C00048,P00123,Online,2025-01-21,1,207.58,168.12,0.0,207.58,39.46
ORD12445,C00102,P00104,WeChat Mini Program,2025-09-24,2,319.7,166.82,17.02,622.38,288.74
ORD12446,C00535,P00043,Online,2025-08-28,2,134.71,83.85,0.0,269.42,101.72
ORD12447,C00363,P00039,Online,2025-10-10,2,50.12,35.22,0.0,100.24,29.8
ORD12448,C00113,P00166,Online,2025-06-16,2,262.7,204.61,0.0,525.4,116.18
ORD12449,C00709,P00125,Online,2025-01-05,3,125.6,91.45,0.0,376.8,102.45
ORD12450,C00523,P00135,Online,2025-08-13,1,487.87,245.38,0.0,487.87,242.49
